,forecast_date,target,location,type,type_id,value
0,2022-10-24,2 wk flu hosp rate change,US,category,large_decrease,0.0
1,2022-10-24,2 wk flu hosp rate change,US,category,decrease,0.0
2,2022-10-24,2 wk flu hosp rate change,US,category,stable,1.0
3,2022-10-24,2 wk flu hosp rate change,US,category,increase,0.0
4,2022-10-24,2 wk flu hosp rate change,US,category,large_increase,0.0
5,2022-10-24,2 wk flu hosp rate change,01,category,large_decrease,0.022680445807442925
6,2022-10-24,2 wk flu hosp rate change,01,category,decrease,0.2092513328203086
7,2022-10-24,2 wk flu hosp rate change,01,category,stable,0.7326450148921324
8,2022-10-24,2 wk flu hosp rate change,01,category,increase,0.03542320648011599
9,2022-10-24,2 wk flu hosp rate change,01,category,large_increase,0.0
10,2022-10-24,2 wk flu hosp rate change,02,category,large_decrease,0.0
11,2022-10-24,2 wk flu hosp rate change,02,category,decrease,0.0
12,2022-10-24,2 wk flu hosp rate change,02,category,stable,0.9
13,2022-10-24,2 wk flu hosp rate change,02,category,increase,0.0
14,2022-10-24,2 wk flu hosp rate change,02,category,large_increase,0.0
15,2022-10-24,2 wk flu hosp rate change,04,category,large_decrease,0.0
16,2022-10-24,2 wk flu hosp rate change,04,category,decrease,0.0
17,2022-10-24,2 wk flu hosp rate change,04,category,stable,0.8326709271950032
18,2022-10-24,2 wk flu hosp rate change,04,category,increase,0.017329072804996737
19,2022-10-24,2 wk flu hosp rate change,04,category,large_increase,0.0
20,2022-10-24,2 wk flu hosp rate change,05,category,large_decrease,0.0
21,2022-10-24,2 wk flu hosp rate change,05,category,decrease,0.15161132989310588
22,2022-10-24,2 wk flu hosp rate change,05,category,stable,0.7992384073175706
23,2022-10-24,2 wk flu hosp rate change,05,category,increase,0.02415026278932353
24,2022-10-24,2 wk flu hosp rate change,05,category,large_increase,0.0
25,2022-10-24,2 wk flu hosp rate change,06,category,large_decrease,0.0
26,2022-10-24,2 wk flu hosp rate change,06,category,decrease,0.0
27,2022-10-24,2 wk flu hosp rate change,06,category,stable,0.7768591972922307
28,2022-10-24,2 wk flu hosp rate change,06,category,increase,0.023140802707769303
29,2022-10-24,2 wk flu hosp rate change,06,category,large_increase,0.0
30,2022-10-24,2 wk flu hosp rate change,08,category,large_decrease,0.0
31,2022-10-24,2 wk flu hosp rate change,08,category,decrease,0.0
32,2022-10-24,2 wk flu hosp rate change,08,category,stable,0.8
33,2022-10-24,2 wk flu hosp rate change,08,category,increase,0.0
34,2022-10-24,2 wk flu hosp rate change,08,category,large_increase,0.0
35,2022-10-24,2 wk flu hosp rate change,09,category,large_decrease,0.0
36,2022-10-24,2 wk flu hosp rate change,09,category,decrease,0.0
37,2022-10-24,2 wk flu hosp rate change,09,category,stable,0.95
38,2022-10-24,2 wk flu hosp rate change,09,category,increase,0.0
39,2022-10-24,2 wk flu hosp rate change,09,category,large_increase,0.0
40,2022-10-24,2 wk flu hosp rate change,10,category,large_decrease,0.0
41,2022-10-24,2 wk flu hosp rate change,10,category,decrease,0.0
42,2022-10-24,2 wk flu hosp rate change,10,category,stable,0.75
43,2022-10-24,2 wk flu hosp rate change,10,category,increase,0.0
44,2022-10-24,2 wk flu hosp rate change,10,category,large_increase,0.0
45,2022-10-24,2 wk flu hosp rate change,11,category,large_decrease,0.0
46,2022-10-24,2 wk flu hosp rate change,11,category,decrease,0.0
47,2022-10-24,2 wk flu hosp rate change,11,category,stable,0.75
48,2022-10-24,2 wk flu hosp rate change,11,category,increase,0.0
49,2022-10-24,2 wk flu hosp rate change,11,category,large_increase,0.0
50,2022-10-24,2 wk flu hosp rate change,12,category,large_decrease,0.0
51,2022-10-24,2 wk flu hosp rate change,12,category,decrease,0.0
52,2022-10-24,2 wk flu hosp rate change,12,category,stable,1.0
53,2022-10-24,2 wk flu hosp rate change,12,category,increase,0.0
54,2022-10-24,2 wk flu hosp rate change,12,category,large_increase,0.0
55,2022-10-24,2 wk flu hosp rate change,13,category,large_decrease,0.0
56,2022-10-24,2 wk flu hosp rate change,13,category,decrease,0.014359067436460926
57,2022-10-24,2 wk flu hosp rate change,13,category,stable,0.9856409325635391
58,2022-10-24,2 wk flu hosp rate change,13,category,increase,0.0
59,2022-10-24,2 wk flu hosp rate change,13,category,large_increase,0.0
60,2022-10-24,2 wk flu hosp rate change,15,category,large_decrease,0.0
61,2022-10-24,2 wk flu hosp rate change,15,category,decrease,0.0
62,2022-10-24,2 wk flu hosp rate change,15,category,stable,0.75
63,2022-10-24,2 wk flu hosp rate change,15,category,increase,0.0
64,2022-10-24,2 wk flu hosp rate change,15,category,large_increase,0.0
65,2022-10-24,2 wk flu hosp rate change,16,category,large_decrease,0.0
66,2022-10-24,2 wk flu hosp rate change,16,category,decrease,0.0
67,2022-10-24,2 wk flu hosp rate change,16,category,stable,0.6213314518438408
68,2022-10-24,2 wk flu hosp rate change,16,category,increase,0.028668548156159268
69,2022-10-24,2 wk flu hosp rate change,16,category,large_increase,0.0
70,2022-10-24,2 wk flu hosp rate change,17,category,large_decrease,0.0
71,2022-10-24,2 wk flu hosp rate change,17,category,decrease,0.0
72,2022-10-24,2 wk flu hosp rate change,17,category,stable,0.8282943341288503
73,2022-10-24,2 wk flu hosp rate change,17,category,increase,0.021705665871149638
74,2022-10-24,2 wk flu hosp rate change,17,category,large_increase,0.0
75,2022-10-24,2 wk flu hosp rate change,18,category,large_decrease,0.0
76,2022-10-24,2 wk flu hosp rate change,18,category,decrease,0.02974929745005877
77,2022-10-24,2 wk flu hosp rate change,18,category,stable,0.9396447150414466
78,2022-10-24,2 wk flu hosp rate change,18,category,increase,0.020605987508494628
79,2022-10-24,2 wk flu hosp rate change,18,category,large_increase,0.0
80,2022-10-24,2 wk flu hosp rate change,19,category,large_decrease,0.0
81,2022-10-24,2 wk flu hosp rate change,19,category,decrease,0.0
82,2022-10-24,2 wk flu hosp rate change,19,category,stable,0.9
83,2022-10-24,2 wk flu hosp rate change,19,category,increase,0.0
84,2022-10-24,2 wk flu hosp rate change,19,category,large_increase,0.0
85,2022-10-24,2 wk flu hosp rate change,20,category,large_decrease,0.0
86,2022-10-24,2 wk flu hosp rate change,20,category,decrease,0.0
87,2022-10-24,2 wk flu hosp rate change,20,category,stable,0.8313808856203423
88,2022-10-24,2 wk flu hosp rate change,20,category,increase,0.018619114379657686
89,2022-10-24,2 wk flu hosp rate change,20,category,large_increase,0.0
90,2022-10-24,2 wk flu hosp rate change,21,category,large_decrease,0.0
91,2022-10-24,2 wk flu hosp rate change,21,category,decrease,0.0
92,2022-10-24,2 wk flu hosp rate change,21,category,stable,0.8301234016398623
93,2022-10-24,2 wk flu hosp rate change,21,category,increase,0.019876598360137665
94,2022-10-24,2 wk flu hosp rate change,21,category,large_increase,0.0
95,2022-10-24,2 wk flu hosp rate change,22,category,large_decrease,0.0
96,2022-10-24,2 wk flu hosp rate change,22,category,decrease,0.033704698079599416
97,2022-10-24,2 wk flu hosp rate change,22,category,stable,0.9662953019204006
98,2022-10-24,2 wk flu hosp rate change,22,category,increase,0.0
99,2022-10-24,2 wk flu hosp rate change,22,category,large_increase,0.0
100,2022-10-24,2 wk flu hosp rate change,23,category,large_decrease,0.0
101,2022-10-24,2 wk flu hosp rate change,23,category,decrease,0.0
102,2022-10-24,2 wk flu hosp rate change,23,category,stable,0.6
103,2022-10-24,2 wk flu hosp rate change,23,category,increase,0.0
104,2022-10-24,2 wk flu hosp rate change,23,category,large_increase,0.0
105,2022-10-24,2 wk flu hosp rate change,24,category,large_decrease,0.0
106,2022-10-24,2 wk flu hosp rate change,24,category,decrease,0.0
107,2022-10-24,2 wk flu hosp rate change,24,category,stable,0.95
108,2022-10-24,2 wk flu hosp rate change,24,category,increase,0.0
109,2022-10-24,2 wk flu hosp rate change,24,category,large_increase,0.0
110,2022-10-24,2 wk flu hosp rate change,25,category,large_decrease,0.0
111,2022-10-24,2 wk flu hosp rate change,25,category,decrease,0.0
112,2022-10-24,2 wk flu hosp rate change,25,category,stable,0.8
113,2022-10-24,2 wk flu hosp rate change,25,category,increase,0.0
114,2022-10-24,2 wk flu hosp rate change,25,category,large_increase,0.0
115,2022-10-24,2 wk flu hosp rate change,26,category,large_decrease,0.0
116,2022-10-24,2 wk flu hosp rate change,26,category,decrease,0.0
117,2022-10-24,2 wk flu hosp rate change,26,category,stable,0.6681471737605678
118,2022-10-24,2 wk flu hosp rate change,26,category,increase,0.03185282623943231
119,2022-10-24,2 wk flu hosp rate change,26,category,large_increase,0.0
120,2022-10-24,2 wk flu hosp rate change,27,category,large_decrease,0.0
121,2022-10-24,2 wk flu hosp rate change,27,category,decrease,0.0
122,2022-10-24,2 wk flu hosp rate change,27,category,stable,0.590768138207213
123,2022-10-24,2 wk flu hosp rate change,27,category,increase,0.059231861792787055
124,2022-10-24,2 wk flu hosp rate change,27,category,large_increase,0.0
125,2022-10-24,2 wk flu hosp rate change,28,category,large_decrease,0.015373855501370515
126,2022-10-24,2 wk flu hosp rate change,28,category,decrease,0.32354024199950143
127,2022-10-24,2 wk flu hosp rate change,28,category,stable,0.661085902499128
128,2022-10-24,2 wk flu hosp rate change,28,category,increase,0.0
129,2022-10-24,2 wk flu hosp rate change,28,category,large_increase,0.0
130,2022-10-24,2 wk flu hosp rate change,29,category,large_decrease,0.0
131,2022-10-24,2 wk flu hosp rate change,29,category,decrease,0.0
132,2022-10-24,2 wk flu hosp rate change,29,category,stable,0.8731549884991594
133,2022-10-24,2 wk flu hosp rate change,29,category,increase,0.02684501150084062
134,2022-10-24,2 wk flu hosp rate change,29,category,large_increase,0.0
135,2022-10-24,2 wk flu hosp rate change,30,category,large_decrease,0.0
136,2022-10-24,2 wk flu hosp rate change,30,category,decrease,0.0
137,2022-10-24,2 wk flu hosp rate change,30,category,stable,0.7
138,2022-10-24,2 wk flu hosp rate change,30,category,increase,0.0
139,2022-10-24,2 wk flu hosp rate change,30,category,large_increase,0.0
140,2022-10-24,2 wk flu hosp rate change,31,category,large_decrease,0.0
141,2022-10-24,2 wk flu hosp rate change,31,category,decrease,0.0
142,2022-10-24,2 wk flu hosp rate change,31,category,stable,0.85
143,2022-10-24,2 wk flu hosp rate change,31,category,increase,0.0
144,2022-10-24,2 wk flu hosp rate change,31,category,large_increase,0.0
145,2022-10-24,2 wk flu hosp rate change,32,category,large_decrease,0.0
146,2022-10-24,2 wk flu hosp rate change,32,category,decrease,0.0
147,2022-10-24,2 wk flu hosp rate change,32,category,stable,0.8274436415551468
148,2022-10-24,2 wk flu hosp rate change,32,category,increase,0.022556358444853153
149,2022-10-24,2 wk flu hosp rate change,32,category,large_increase,0.0
150,2022-10-24,2 wk flu hosp rate change,33,category,large_decrease,0.0
151,2022-10-24,2 wk flu hosp rate change,33,category,decrease,0.0
152,2022-10-24,2 wk flu hosp rate change,33,category,stable,0.75
153,2022-10-24,2 wk flu hosp rate change,33,category,increase,0.0
154,2022-10-24,2 wk flu hosp rate change,33,category,large_increase,0.0
155,2022-10-24,2 wk flu hosp rate change,34,category,large_decrease,0.0
156,2022-10-24,2 wk flu hosp rate change,34,category,decrease,0.0
157,2022-10-24,2 wk flu hosp rate change,34,category,stable,0.9
158,2022-10-24,2 wk flu hosp rate change,34,category,increase,0.0
159,2022-10-24,2 wk flu hosp rate change,34,category,large_increase,0.0
160,2022-10-24,2 wk flu hosp rate change,35,category,large_decrease,0.0
161,2022-10-24,2 wk flu hosp rate change,35,category,decrease,0.07962901419375795
162,2022-10-24,2 wk flu hosp rate change,35,category,stable,0.9203709858062421
163,2022-10-24,2 wk flu hosp rate change,35,category,increase,0.0
164,2022-10-24,2 wk flu hosp rate change,35,category,large_increase,0.0
165,2022-10-24,2 wk flu hosp rate change,36,category,large_decrease,0.0
166,2022-10-24,2 wk flu hosp rate change,36,category,decrease,0.0
167,2022-10-24,2 wk flu hosp rate change,36,category,stable,0.75
168,2022-10-24,2 wk flu hosp rate change,36,category,increase,0.0
169,2022-10-24,2 wk flu hosp rate change,36,category,large_increase,0.0
170,2022-10-24,2 wk flu hosp rate change,37,category,large_decrease,0.0
171,2022-10-24,2 wk flu hosp rate change,37,category,decrease,0.0
172,2022-10-24,2 wk flu hosp rate change,37,category,stable,0.9153205386494727
173,2022-10-24,2 wk flu hosp rate change,37,category,increase,0.03467946135052724
174,2022-10-24,2 wk flu hosp rate change,37,category,large_increase,0.0
175,2022-10-24,2 wk flu hosp rate change,38,category,large_decrease,0.0
176,2022-10-24,2 wk flu hosp rate change,38,category,decrease,0.0
177,2022-10-24,2 wk flu hosp rate change,38,category,stable,0.65
178,2022-10-24,2 wk flu hosp rate change,38,category,increase,0.0
179,2022-10-24,2 wk flu hosp rate change,38,category,large_increase,0.0
180,2022-10-24,2 wk flu hosp rate change,39,category,large_decrease,0.0
181,2022-10-24,2 wk flu hosp rate change,39,category,decrease,0.0
182,2022-10-24,2 wk flu hosp rate change,39,category,stable,0.6476177486550861
183,2022-10-24,2 wk flu hosp rate change,39,category,increase,0.10238225134491385
184,2022-10-24,2 wk flu hosp rate change,39,category,large_increase,0.0
185,2022-10-24,2 wk flu hosp rate change,40,category,large_decrease,0.0
186,2022-10-24,2 wk flu hosp rate change,40,category,decrease,0.0
187,2022-10-24,2 wk flu hosp rate change,40,category,stable,0.9772424379441047
188,2022-10-24,2 wk flu hosp rate change,40,category,increase,0.012757562055895288
189,2022-10-24,2 wk flu hosp rate change,40,category,large_increase,0.0
190,2022-10-24,2 wk flu hosp rate change,41,category,large_decrease,0.0
191,2022-10-24,2 wk flu hosp rate change,41,category,decrease,0.0
192,2022-10-24,2 wk flu hosp rate change,41,category,stable,0.6669513709331747
193,2022-10-24,2 wk flu hosp rate change,41,category,increase,0.033048629066825375
194,2022-10-24,2 wk flu hosp rate change,41,category,large_increase,0.0
195,2022-10-24,2 wk flu hosp rate change,42,category,large_decrease,0.0
196,2022-10-24,2 wk flu hosp rate change,42,category,decrease,0.0
197,2022-10-24,2 wk flu hosp rate change,42,category,stable,0.8193323838532828
198,2022-10-24,2 wk flu hosp rate change,42,category,increase,0.08066761614671725
199,2022-10-24,2 wk flu hosp rate change,42,category,large_increase,0.0
200,2022-10-24,2 wk flu hosp rate change,44,category,large_decrease,0.0
201,2022-10-24,2 wk flu hosp rate change,44,category,decrease,0.0
202,2022-10-24,2 wk flu hosp rate change,44,category,stable,0.9
203,2022-10-24,2 wk flu hosp rate change,44,category,increase,0.0
204,2022-10-24,2 wk flu hosp rate change,44,category,large_increase,0.0
205,2022-10-24,2 wk flu hosp rate change,45,category,large_decrease,0.0
206,2022-10-24,2 wk flu hosp rate change,45,category,decrease,0.011015847984497847
207,2022-10-24,2 wk flu hosp rate change,45,category,stable,0.9889841520155022
208,2022-10-24,2 wk flu hosp rate change,45,category,increase,0.0
209,2022-10-24,2 wk flu hosp rate change,45,category,large_increase,0.0
210,2022-10-24,2 wk flu hosp rate change,46,category,large_decrease,0.0
211,2022-10-24,2 wk flu hosp rate change,46,category,decrease,0.0
212,2022-10-24,2 wk flu hosp rate change,46,category,stable,1.0
213,2022-10-24,2 wk flu hosp rate change,46,category,increase,0.0
214,2022-10-24,2 wk flu hosp rate change,46,category,large_increase,0.0
215,2022-10-24,2 wk flu hosp rate change,47,category,large_decrease,0.0
216,2022-10-24,2 wk flu hosp rate change,47,category,decrease,0.0
217,2022-10-24,2 wk flu hosp rate change,47,category,stable,1.0
218,2022-10-24,2 wk flu hosp rate change,47,category,increase,0.0
219,2022-10-24,2 wk flu hosp rate change,47,category,large_increase,0.0
220,2022-10-24,2 wk flu hosp rate change,48,category,large_decrease,0.0
221,2022-10-24,2 wk flu hosp rate change,48,category,decrease,0.0269238777101513
222,2022-10-24,2 wk flu hosp rate change,48,category,stable,0.9730761222898487
223,2022-10-24,2 wk flu hosp rate change,48,category,increase,0.0
224,2022-10-24,2 wk flu hosp rate change,48,category,large_increase,0.0
225,2022-10-24,2 wk flu hosp rate change,49,category,large_decrease,0.0
226,2022-10-24,2 wk flu hosp rate change,49,category,decrease,0.0
227,2022-10-24,2 wk flu hosp rate change,49,category,stable,0.75
228,2022-10-24,2 wk flu hosp rate change,49,category,increase,0.0
229,2022-10-24,2 wk flu hosp rate change,49,category,large_increase,0.0
230,2022-10-24,2 wk flu hosp rate change,50,category,large_decrease,0.0
231,2022-10-24,2 wk flu hosp rate change,50,category,decrease,0.0
232,2022-10-24,2 wk flu hosp rate change,50,category,stable,0.65
233,2022-10-24,2 wk flu hosp rate change,50,category,increase,0.0
234,2022-10-24,2 wk flu hosp rate change,50,category,large_increase,0.0
235,2022-10-24,2 wk flu hosp rate change,51,category,large_decrease,0.0
236,2022-10-24,2 wk flu hosp rate change,51,category,decrease,0.0
237,2022-10-24,2 wk flu hosp rate change,51,category,stable,1.0
238,2022-10-24,2 wk flu hosp rate change,51,category,increase,0.0
239,2022-10-24,2 wk flu hosp rate change,51,category,large_increase,0.0
240,2022-10-24,2 wk flu hosp rate change,53,category,large_decrease,0.0
241,2022-10-24,2 wk flu hosp rate change,53,category,decrease,0.0
242,2022-10-24,2 wk flu hosp rate change,53,category,stable,0.6693250501417398
243,2022-10-24,2 wk flu hosp rate change,53,category,increase,0.030674949858260248
244,2022-10-24,2 wk flu hosp rate change,53,category,large_increase,0.0
245,2022-10-24,2 wk flu hosp rate change,54,category,large_decrease,0.0
246,2022-10-24,2 wk flu hosp rate change,54,category,decrease,0.034292380589382915
247,2022-10-24,2 wk flu hosp rate change,54,category,stable,0.9180089986558837
248,2022-10-24,2 wk flu hosp rate change,54,category,increase,0.02269862075473339
249,2022-10-24,2 wk flu hosp rate change,54,category,large_increase,0.0
250,2022-10-24,2 wk flu hosp rate change,55,category,large_decrease,0.0
251,2022-10-24,2 wk flu hosp rate change,55,category,decrease,0.0
252,2022-10-24,2 wk flu hosp rate change,55,category,stable,0.6551931837116227
253,2022-10-24,2 wk flu hosp rate change,55,category,increase,0.04480681628837724
254,2022-10-24,2 wk flu hosp rate change,55,category,large_increase,0.0
255,2022-10-24,2 wk flu hosp rate change,56,category,large_decrease,0.0
